buyer_dea_no,buyer_state,buyer_county,lat,lon
BR4920345,KY,JEFFERSON,38.2354268,-85.7608569
BK8776847,KY,JEFFERSON,38.2025611,-85.7613776
FS1814373,KY,JEFFERSON,38.2436109,-85.7618983
BK3041720,KY,JEFFERSON,38.1950219,-85.764662
AW3003580,KY,JEFFERSON,38.2045425,-85.7655228
BR4920422,KY,JEFFERSON,38.1522916,-85.7663104
AW3023241,KY,JEFFERSON,38.1718906,-85.7673861
BH0695099,KY,JEFFERSON,38.171173,-85.7686486
BW5795414,KY,JEFFERSON,38.2265094,-85.7697683
FS4521995,KY,JEFFERSON,38.2265094,-85.7697683
AW3174389,KY,JEFFERSON,38.2113129,-85.7705658
BE8432394,TN,WARREN,35.6869014,-85.7735127
BR8432394,TN,WARREN,35.6869014,-85.7735127
BS7568706,KY,JEFFERSON,38.1861469,-85.773773
BK1312874,KY,JEFFERSON,38.1442039,-85.774033
BW6671019,KY,JEFFERSON,38.1502938,-85.7769299
AK1018250,KY,JEFFERSON,38.127757,-85.7773105
AS0393859,TN,WARREN,35.6995627,-85.7791148
BW9616383,TN,WARREN,35.7005492,-85.7796149
BW9311933,KY,JEFFERSON,38.129082,-85.7799401
BR4335089,TN,WARREN,35.6958972,-85.7810006
FF1342790,TN,WARREN,35.6958972,-85.7810006
BR4920446,KY,JEFFERSON,38.1801865,-85.7827747
BD1373492,TN,WARREN,35.7000597,-85.7830826
FS2262866,TN,WARREN,35.7000597,-85.7830826
AF8763991,TN,WARREN,35.6996212,-85.7851645
BW5451923,TN,WARREN,35.6989578,-85.7881271
FQ0196293,KY,JEFFERSON,38.2495609,-85.7893585
BW5183809,KY,JEFFERSON,38.2286732,-85.7894736
BC2998524,KY,JEFFERSON,38.178033,-85.7926846
FA3638953,KY,JEFFERSON,38.1780942,-85.7931655
FP4490772,KY,JEFFERSON,38.1780942,-85.7931655
AK2878532,KY,JEFFERSON,38.2491111,-85.797094
FG4198607,KY,MONROE,36.6395483,-85.797214
BC7982780,KY,JEFFERSON,38.1721474,-85.7985749
BH0694807,KY,JEFFERSON,38.2737515,-85.7994555
BT6258479,KY,JEFFERSON,38.2378019,-85.8006962
BK4941628,KY,JEFFERSON,38.1938883,-85.8047616
BK9552983,KY,JEFFERSON,38.2711266,-85.805419
BH0694857,KY,JEFFERSON,38.192089,-85.8069397
FF2904983,TN,DEKALB,35.9691712,-85.8074716
FF3469485,TN,DEKALB,35.9691712,-85.8074716
AW2992863,KY,JEFFERSON,38.1927551,-85.8082541
BW2626058,KY,JEFFERSON,38.249402,-85.8093779
BC5276642,TN,DEKALB,35.9627005,-85.8102206
FQ1286461,KY,JEFFERSON,38.1945004,-85.8110615
AW0405008,TN,DEKALB,35.9546682,-85.8114617
BP8946773,TN,DEKALB,35.9502986,-85.8118919
BP9781104,TN,DEKALB,35.9502986,-85.8118919
AR9523146,TN,DEKALB,35.9534061,-85.8130223
BR4920472,KY,JEFFERSON,38.1741054,-85.8224724
AK8036510,KY,JEFFERSON,38.1678063,-85.825906
BK3307370,KY,JEFFERSON,38.1678063,-85.825906
AC2618811,TN,DEKALB,35.9589933,-85.8279603
BJ3376072,TN,DEKALB,35.961476,-85.82953
FW0545573,KY,JEFFERSON,38.1681936,-85.8296414
FW0098853,TN,DEKALB,35.9547567,-85.8299059
FW0700371,KY,JEFFERSON,38.1575268,-85.8357459
BR4920410,KY,JEFFERSON,38.199365,-85.8363416
BA9533476,KY,HARDIN,37.714047,-85.836352
FA4338833,KY,HARDIN,37.714047,-85.836352
BK5683063,KY,HARDIN,37.7120006,-85.8364423
FC0059990,KY,JEFFERSON,38.111559,-85.8373323
BW8922230,KY,HARDIN,37.7094515,-85.8395855
AW8715130,KY,JEFFERSON,38.1440111,-85.8400084
BR5157486,TN,GRUNDY,35.2400207,-85.8408253
BR4920496,KY,JEFFERSON,38.1182366,-85.8433977
BJ5280146,KY,HARDIN,37.7317429,-85.8450645
AT7423724,TN,MACON,36.5331056,-85.8502315
FT3124055,TN,MACON,36.5331056,-85.8502315
BF9038793,TN,GRUNDY,35.2375036,-85.8536618
BM5756880,KY,JEFFERSON,38.1135176,-85.861578
FW1641465,KY,JEFFERSON,38.1784581,-85.8634243
BW5496989,KY,JEFFERSON,38.1025453,-85.866138
BW0911861,KY,JEFFERSON,38.1070066,-85.8664462
BR2461262,KY,HARDIN,37.7009631,-85.8683339
AK3284786,KY,JEFFERSON,38.0986258,-85.869573
FW0696914,KY,JEFFERSON,38.1721105,-85.8696929
BK6511592,KY,JEFFERSON,38.142792,-85.8709094
FW2424985,KY,HARDIN,37.7035604,-85.8714516
BN3898890,KY,HARDIN,37.7074894,-85.872331
BR4920321,KY,JEFFERSON,38.1441543,-85.8725308
BE8983567,KY,HARDIN,37.7038308,-85.8727421
AT9527877,KY,HARDIN,37.7102877,-85.8740896
FE2638483,KY,HARDIN,37.7112633,-85.8749125
FE2931271,KY,HARDIN,37.7112633,-85.8749125
FA0149713,KY,HARDIN,37.7099257,-85.8776007
FS3549132,KY,HARDIN,37.5227094,-85.8791372
BW5495658,KY,HARDIN,37.7329128,-85.8820427
BA5456694,KY,HARDIN,37.7209094,-85.8826022
FK4293306,KY,HARDIN,37.7281341,-85.8830195
AK8371700,KY,HARDIN,37.7363909,-85.8849541
BW0163737,KY,HARDIN,37.7284239,-85.8852796
BK0680947,KY,HARDIN,37.7348048,-85.888756
FS1184972,KY,HARDIN,37.7273927,-85.890194
AC4169062,KY,HART,37.2706623,-85.8913936
BR3544144,KY,HART,37.2741298,-85.8938479
BP3865536,KY,BARREN,36.999965,-85.8986664
AG7214581,KY,BARREN,36.9860315,-85.8988246
FF1937791,KY,HART,37.2853443,-85.9011412
BR2535841,KY,HART,37.1830676,-85.9026193
AM2588905,KY,BARREN,37.0109921,-85.902859
BH2306529,KY,BARREN,37.0108976,-85.9028989
AB1830757,KY,HART,37.1792339,-85.9053356
BD8144204,KY,HARDIN,37.7240828,-85.9089536
AE2996102,KY,BARREN,37.0047988,-85.9115266
FE0911936,KY,BARREN,37.0047988,-85.9115266
BF8077934,KY,BARREN,37.0056464,-85.9124252
BM8290431,KY,BARREN,37.0170823,-85.9131242
FR0684022,KY,BARREN,37.009837,-85.9204324
FH3003100,KY,BARREN,37.0038653,-85.926442
BW8632994,KY,BARREN,37.0029737,-85.9267015
FS2984222,KY,HARDIN,37.8290952,-85.9283385
AS3038127,KY,BARREN,36.9843596,-85.9301556
BP6314568,KY,BARREN,36.9900796,-85.9318121
FF1243005,KY,BARREN,36.9900796,-85.9318121
BK3219121,KY,BARREN,36.9975604,-85.9325307
FW1022235,KY,HARDIN,37.8332373,-85.9332094
FA2991025,KY,HARDIN,37.8407035,-85.9362802
BW5496927,KY,BARREN,37.0215316,-85.937288
BW5451771,TN,SMITH,36.2455029,-85.9389429
BP5795452,KY,BARREN,37.0002056,-85.9400757
AR2460626,KY,HARDIN,37.8441781,-85.9426104
BW5522188,KY,HARDIN,37.8488447,-85.94291
BD4862997,KY,HARDIN,37.8080791,-85.9465405
FG0227163,TN,SMITH,36.1736681,-85.9478192
AL1865940,KY,HARDIN,37.8353038,-85.9499744
FR3572612,KY,HARDIN,37.8353038,-85.9499744
AS2660365,TN,SMITH,36.2624682,-85.9509921
AP4874182,KY,BARREN,37.1374583,-85.9547181
AC1831153,KY,BARREN,37.1349419,-85.9563106
BH6069834,TN,SMITH,36.2658999,-85.957095
BE5292355,TN,SMITH,36.2660984,-85.9582586
BR5292355,TN,SMITH,36.2660984,-85.9582586
FF1808039,KY,BARREN,37.1247194,-85.9624648
AD2998295,KY,HARDIN,37.811445,-85.98084
FA3660467,KY,HARDIN,37.811445,-85.98084
BF5880910,TN,MACON,36.5322479,-86.0301164
BR4918251,TN,MACON,36.5189654,-86.0335606
BF3556428,TN,DEKALB,36.0773742,-86.0337981
BW9272509,TN,MACON,36.5226052,-86.03799
BW5384817,TN,MACON,36.5193177,-86.0382741
BW5451670,TN,COFFEE,35.4525453,-86.0473837
BB6535744,TN,COFFEE,35.4602297,-86.0624469
BS9616105,TN,COFFEE,35.4602297,-86.0624469
BF6115035,TN,CANNON,35.8118037,-86.0648685
BW2233916,TN,CANNON,35.8279283,-86.0716029
BE6635861,TN,CANNON,35.8283674,-86.0731109
BR6635861,TN,CANNON,35.8283674,-86.0731109
AR9801451,TN,COFFEE,35.4738515,-86.0792875
BE6635900,TN,COFFEE,35.476787,-86.0805957
BR6635900,TN,COFFEE,35.476787,-86.0805957
BW9514313,TN,COFFEE,35.4759788,-86.0820288
AM8048616,TN,COFFEE,35.4631219,-86.0874823
BB4488690,TN,COFFEE,35.4826121,-86.0876415
AK2026842,TN,FRANKLIN,35.2046531,-86.0922515
BW9518169,TN,FRANKLIN,35.2053582,-86.0949114
BR5157385,TN,FRANKLIN,35.201788,-86.0949252
BF5370197,TN,FRANKLIN,35.2029935,-86.0950844
BB2409438,TN,FRANKLIN,35.1959884,-86.0998998
FB4745444,TN,FRANKLIN,35.1959884,-86.0998998
BW5384754,TN,FRANKLIN,35.2178808,-86.1029358
AB5049451,TN,FRANKLIN,35.1860287,-86.1125629
BB6141840,TN,FRANKLIN,35.2677488,-86.1272997
FB4744783,TN,FRANKLIN,35.2677488,-86.1272997
FW1466968,TN,WILSON,36.0997953,-86.1337141
FM0814841,KY,GRAYSON,37.5430254,-86.1522429
FH0503917,TN,TROUSDALE,36.3982623,-86.1596341
BR3693098,TN,TROUSDALE,36.397444,-86.1597123
BB6712207,KY,MEADE,37.9795165,-86.1617035
BK6247399,KY,MEADE,37.982184,-86.1628929
BR2168688,KY,MEADE,37.980945,-86.164119
BF5611404,TN,TROUSDALE,36.3943444,-86.1655864
FB0448488,KY,MEADE,37.9920854,-86.1884939
AS9090034,KY,ALLEN,36.7521232,-86.1904002
AR9506328,KY,ALLEN,36.750568,-86.1953977
FC2530790,TN,COFFEE,35.3552798,-86.2068955
AB3014571,KY,WARREN,37.0533475,-86.2079478
FA0769731,KY,WARREN,37.05301,-86.2085237
BC7418482,KY,ALLEN,36.7564576,-86.2104268
BA6771198,TN,COFFEE,35.3720007,-86.2160224
BW7365744,TN,COFFEE,35.3678799,-86.2164055
BM5906372,KY,ALLEN,36.75744,-86.2173699
BT0553188,TN,COFFEE,35.3562122,-86.2196215
AM3006776,KY,GRAYSON,37.4952,-86.2216
BR4669125,TN,COFFEE,35.3743927,-86.2235291
BR4327917,TN,COFFEE,35.38228,-86.2281566
BS9615406,TN,COFFEE,35.38228,-86.2281566
BK1146249,TN,COFFEE,35.3837914,-86.2299826
BK6790631,TN,COFFEE,35.3851521,-86.2352219
AM7324483,KY,GRAYSON,37.4932706,-86.2388134
BW5451911,TN,COFFEE,35.3881106,-86.2389546
BW8920161,TN,SUMNER,36.5526082,-86.2397199
FS2269620,TN,SUMNER,36.5526082,-86.2397199
BF4977697,TN,SUMNER,36.5578053,-86.2413719
FO4262046,TN,SUMNER,36.5547761,-86.2450924
FW0614671,TN,SUMNER,36.5611998,-86.2591914
AE3004708,KY,EDMONSON,37.1906903,-86.2629625
FA1421560,KY,EDMONSON,37.1914559,-86.2648216
BW5495521,KY,GRAYSON,37.4846476,-86.266012
AH1294331,TN,FRANKLIN,35.050474,-86.2695713
BA9132806,TN,RUTHERFORD,35.9282287,-86.2728138
BP6030592,KY,EDMONSON,37.2107036,-86.2857215
BM6812829,KY,GRAYSON,37.472583,-86.2868953
AF2191500,TN,WILSON,36.2061182,-86.2873472
BB5997068,TN,WILSON,36.2108882,-86.2896636
BW5518103,TN,WILSON,36.1919491,-86.2909178
BL8692750,TN,WILSON,36.200874,-86.2916687
BO4763531,TN,WILSON,36.200874,-86.2916687
FW2490958,KY,GRAYSON,37.4840266,-86.2926202
AI5792228,KY,BRECKINRIDGE,37.8712136,-86.2927986
AM5091397,KY,GRAYSON,37.4817561,-86.2934047
AR8114720,KY,GRAYSON,37.4728267,-86.2938095
FW1304954,TN,WILSON,36.192793,-86.294791
BL9601318,TN,RUTHERFORD,35.9218012,-86.303911
BR9131804,TN,WILSON,36.212532,-86.3085945
BW6773887,TN,WILSON,36.2135737,-86.3211338
BH0689200,TN,WILSON,36.2127157,-86.3214733
BG2265191,TN,WILSON,36.2200929,-86.3301101
BK1115422,TN,WILSON,36.2152228,-86.3304399
AK9083483,TN,WILSON,36.2176472,-86.3308405
BE8140270,TN,WILSON,36.2175259,-86.3357762
BR8140270,TN,WILSON,36.2175259,-86.3357762
FP0417914,TN,WILSON,36.2234698,-86.3450429
BW8192837,TN,RUTHERFORD,35.8315944,-86.346231
FK0236251,TN,RUTHERFORD,35.8728555,-86.3527522
FM0920151,TN,RUTHERFORD,35.8465695,-86.3582114
BD2977734,TN,DAVIDSON,36.2292071,-86.3669302
FA2915861,TN,RUTHERFORD,35.8111189,-86.3678296
BB6187202,TN,RUTHERFORD,35.8131878,-86.368365
FP0184111,TN,RUTHERFORD,35.8131878,-86.368365
BE6162717,TN,RUTHERFORD,35.8355499,-86.3727437
BR6162717,TN,RUTHERFORD,35.8355499,-86.3727437
BL1939581,TN,MOORE,35.2829304,-86.373183
BW6178607,TN,RUTHERFORD,35.8369339,-86.3738272
AK2553229,TN,RUTHERFORD,35.8309288,-86.376037
BD8716079,TN,RUTHERFORD,35.8569063,-86.381465
BD1559799,TN,RUTHERFORD,35.8581845,-86.3815593
BE8792295,TN,RUTHERFORD,35.8890996,-86.3828897
BR8792295,TN,RUTHERFORD,35.8890996,-86.3828897
FW4870463,TN,RUTHERFORD,35.8790865,-86.383153
BK6455302,TN,RUTHERFORD,35.8865038,-86.384235
BW7756793,TN,RUTHERFORD,35.9100609,-86.3843094
BH0688715,TN,RUTHERFORD,35.8377822,-86.3849475
BL4046872,TN,RUTHERFORD,35.870955,-86.385752
FP1065223,TN,RUTHERFORD,35.9121468,-86.3861161
BR4669113,TN,RUTHERFORD,35.8710585,-86.3862504
BL3878090,TN,RUTHERFORD,35.872094,-86.3866155
AW7437242,TN,RUTHERFORD,35.8686538,-86.3873337
BR4328008,TN,RUTHERFORD,35.8682053,-86.3891637
FP0173396,TN,RUTHERFORD,35.8682053,-86.3891637
AB5425310,TN,RUTHERFORD,35.846727,-86.3902697
BH3488360,TN,RUTHERFORD,35.8612809,-86.3910994
AM9762318,TN,DAVIDSON,36.2375985,-86.394504
AN9516824,KY,WARREN,37.0091956,-86.3947446
FN1045738,KY,WARREN,37.0091956,-86.3947446
AK1363035,TN,DAVIDSON,36.2378629,-86.3955405
BH0688880,TN,DAVIDSON,36.2378675,-86.3955682
BE8556295,TN,RUTHERFORD,35.8064046,-86.3986772
BR8556295,TN,RUTHERFORD,35.8064046,-86.3986772
FL3020269,TN,RUTHERFORD,35.7823572,-86.4002596
FH0725284,KY,WARREN,36.9671399,-86.4010903
BK8060131,TN,RUTHERFORD,35.7903461,-86.4013947
FM0776661,TN,RUTHERFORD,35.786908,-86.4015255
BW7724164,TN,RUTHERFORD,35.7856486,-86.4015526
AK7385265,TN,RUTHERFORD,35.8631674,-86.4059164
BD7212044,KY,WARREN,36.9289695,-86.4131545
FE3409011,KY,WARREN,36.9289695,-86.4131545
BD4324086,KY,WARREN,36.928965,-86.4131648
FL3119725,KY,WARREN,36.928965,-86.4131648
BK0154017,TN,RUTHERFORD,35.871368,-86.4156461
BS9544316,KY,WARREN,36.9414198,-86.4159111
FT1829615,TN,RUTHERFORD,35.8252436,-86.4194418
FG1082089,TN,RUTHERFORD,35.8796817,-86.4222717
FW2730275,KY,WARREN,36.9464803,-86.4222897
BK1299216,KY,WARREN,36.942995,-86.423191
BK6790249,KY,WARREN,36.9440243,-86.4244904
BK4821953,KY,WARREN,36.9966233,-86.4253322
BH0695126,KY,WARREN,36.9542591,-86.4258089
BW5452014,TN,RUTHERFORD,35.8507004,-86.4282921
BR9876129,KY,WARREN,36.9949505,-86.4282999
BH0694869,KY,WARREN,36.9860125,-86.4301393
BC3090913,KY,WARREN,36.9968512,-86.4301977
BR3733929,KY,WARREN,36.9968512,-86.4301977
FW2759453,TN,RUTHERFORD,35.8585462,-86.4308011
AM8403331,KY,WARREN,36.9847982,-86.4321349
FM1207744,KY,WARREN,36.9847982,-86.4321349
BU9876117,KY,WARREN,36.9690786,-86.4325398
BR3393472,TN,SUMNER,36.3913442,-86.4327549
BL5317842,KY,WARREN,36.9655476,-86.4331628
BE8983555,KY,WARREN,36.9714137,-86.4332415
BN1513034,KY,WARREN,36.991084,-86.4335186
FH1310793,KY,WARREN,36.991084,-86.4335186
BW5495494,KY,WARREN,36.9487482,-86.4335977
BS7375555,TN,SUMNER,36.3895773,-86.4340878
BP1448073,TN,SUMNER,36.3915623,-86.4346618
FI0063088,KY,WARREN,36.9677906,-86.4364484
BO1649043,KY,WARREN,36.9678269,-86.4364836
AC6273990,KY,WARREN,36.9686937,-86.4374323
FM4517756,KY,WARREN,36.9564232,-86.4378672
BW6130429,KY,WARREN,36.9833707,-86.4390531
BT1812456,KY,BRECKINRIDGE,37.7677157,-86.440476
BW7022560,TN,RUTHERFORD,35.8455842,-86.4409631
BS9297690,TN,RUTHERFORD,35.8483008,-86.4413924
BK5997082,TN,RUTHERFORD,35.8436627,-86.4418138
BH4325886,KY,WARREN,37.0084546,-86.4419979
FR1058470,TN,RUTHERFORD,35.845989,-86.4441244
FT0672964,TN,RUTHERFORD,35.8142059,-86.444917
FU3184378,TN,RUTHERFORD,35.8422608,-86.4454169
FG1775406,TN,BEDFORD,35.4857766,-86.4459462
BB9217515,TN,BEDFORD,35.4874288,-86.4482824
BT5376478,KY,BRECKINRIDGE,37.7618634,-86.4484997
BW5451822,TN,BEDFORD,35.5131566,-86.4520543
FT1115523,TN,SUMNER,36.3796429,-86.4557318
FT3512375,TN,SUMNER,36.3796429,-86.4557318
AF8899619,TN,SUMNER,36.3859007,-86.4558898
FP2270558,TN,RUTHERFORD,35.8126701,-86.4576064
BK8689462,TN,BEDFORD,35.4972105,-86.457629
BW9677913,TN,BEDFORD,35.4954677,-86.4578913
BH0688931,TN,SUMNER,36.3829629,-86.4579841
BE5292329,TN,BEDFORD,35.4886087,-86.4586559
BR5292329,TN,BEDFORD,35.4886087,-86.4586559
BH0689109,TN,BEDFORD,35.4952842,-86.458972
BW6259356,TN,SUMNER,36.3825363,-86.4591391
AR3218636,TN,BEDFORD,35.4883997,-86.4595449
FB0870926,TN,BEDFORD,35.4883997,-86.4595449
FW1115282,TN,RUTHERFORD,35.8110789,-86.4602364
FE0725296,KY,WARREN,36.9623615,-86.4640654
FH1310806,KY,WARREN,36.9623615,-86.4640654
BK4166220,TN,SUMNER,36.3785709,-86.465215
BM9163558,TN,BEDFORD,35.4785089,-86.4654913
BK2875233,KY,WARREN,36.9600935,-86.466913
BR2461250,KY,WARREN,36.9625314,-86.4669926
BW8578746,KY,WARREN,36.9629474,-86.4682964
FT0910415,TN,RUTHERFORD,35.8448848,-86.4695606
FN1683146,KY,WARREN,36.960771,-86.4698371
AM7495282,TN,BEDFORD,35.494562,-86.4715555
FP0485260,TN,RUTHERFORD,35.8421247,-86.4719957
BW5451959,TN,SUMNER,36.3769631,-86.4759008
BS2978609,KY,WARREN,36.9718114,-86.4774
FC4315431,TN,RUTHERFORD,35.9391192,-86.4801458
BW7440148,KY,WARREN,36.9866348,-86.4840175
BC7570294,TN,RUTHERFORD,35.9727897,-86.4895425
FW1224891,TN,RUTHERFORD,35.9727897,-86.4895425
BW9115367,TN,RUTHERFORD,35.9726211,-86.493897
BW5451745,TN,RUTHERFORD,35.9706512,-86.49497
BR5157373,TN,RUTHERFORD,35.9853647,-86.4955089
BP9478036,TN,SUMNER,36.3596004,-86.4960382
FW0378100,TN,SUMNER,36.3575264,-86.5002024
BK3169390,TN,RUTHERFORD,35.9679885,-86.5035283
BM7874743,KY,GRAYSON,37.4267576,-86.5042313
FS3534838,TN,RUTHERFORD,35.974727,-86.504333
BT9602358,TN,WILSON,36.1689769,-86.5083959
BK9603588,TN,WILSON,36.1667026,-86.5102586
BR1710614,TN,WILSON,36.1889085,-86.511001
BP6944044,TN,WILSON,36.1858767,-86.5120108
BP7499622,TN,WILSON,36.1858767,-86.5120108
AC0391538,TN,RUTHERFORD,35.9755702,-86.5121687
FP1759767,TN,WILSON,36.1614431,-86.512445
BE5292204,TN,RUTHERFORD,35.9769179,-86.5125042
BR5292204,TN,RUTHERFORD,35.9769179,-86.5125042
BW7099840,TN,WILSON,36.2315103,-86.512846
BC6189143,TN,SUMNER,36.5779197,-86.5140591
BE5743996,TN,WILSON,36.2303477,-86.5140969
BR5743996,TN,WILSON,36.2303477,-86.5140969
AV9285114,TN,SUMNER,36.5747594,-86.5141598
FP1119773,TN,WILSON,36.2329933,-86.5143396
FW0378112,TN,WILSON,36.1648332,-86.5153601
BK4934267,TN,WILSON,36.2293428,-86.5156101
BF5258480,TN,SUMNER,36.5744221,-86.5156816
FW1686089,TN,WILSON,36.179176,-86.5160848
BP8314394,TN,SUMNER,36.5810247,-86.5161451
BD2211566,TN,WILSON,36.1977302,-86.5161552
FA4628977,TN,WILSON,36.197634,-86.5186811
FP0681292,TN,WILSON,36.197634,-86.5186811
FW1304928,TN,RUTHERFORD,35.9593061,-86.5211895
AK1549407,TN,RUTHERFORD,35.9931625,-86.5257057
FK1792399,TN,SUMNER,36.3440087,-86.5264187
FP1133456,TN,RUTHERFORD,35.9414299,-86.5274536
FG3262956,TN,RUTHERFORD,35.929115,-86.5337156
FP2794154,TN,RUTHERFORD,35.939586,-86.5342527
BH0688830,TN,RUTHERFORD,35.9854601,-86.548785
BW7558793,TN,RUTHERFORD,35.9869773,-86.5500997
BK6882737,TN,RUTHERFORD,35.9837742,-86.5509655
BP9066449,TN,RUTHERFORD,35.9798187,-86.5549771
BE7448649,TN,SUMNER,36.3268262,-86.5609813
BR7448649,TN,SUMNER,36.3268262,-86.5609813
FC0076578,TN,LINCOLN,35.146795,-86.5610698
FH3782605,TN,RUTHERFORD,35.9781873,-86.5617993
BW5451682,TN,LINCOLN,35.1366138,-86.5645201
BS8527725,TN,RUTHERFORD,35.9742747,-86.5660972
FK3518947,TN,RUTHERFORD,35.9742747,-86.5660972
BF5874676,TN,LINCOLN,35.1389784,-86.5664775
BC3877086,TN,LINCOLN,35.151692,-86.5688375
BC7499595,TN,LINCOLN,35.151692,-86.5688375
BR5157397,TN,LINCOLN,35.1413408,-86.5692909
BW9290862,TN,LINCOLN,35.1437157,-86.5698034
FT0708303,TN,RUTHERFORD,35.9797497,-86.5713732
BR4960402,TN,RUTHERFORD,36.0184085,-86.5724394
BW5495470,KY,SIMPSON,36.6949225,-86.5730362
FR1353440,TN,RUTHERFORD,36.0189159,-86.5737479
FK1520344,KY,SIMPSON,36.7056529,-86.5745343
FK0982163,TN,RUTHERFORD,36.0220362,-86.5761112
BB7590638,TN,RUTHERFORD,36.0207437,-86.576939
BS9616129,TN,RUTHERFORD,36.0207437,-86.576939
AT3144502,KY,SIMPSON,36.7268757,-86.5770049
FF4167347,KY,SIMPSON,36.7265932,-86.577099
BL8700773,TN,RUTHERFORD,36.0198506,-86.5776288
AR2997584,KY,SIMPSON,36.7220605,-86.5787035
FR1685405,KY,SIMPSON,36.7200354,-86.5787523
BR3653462,KY,SIMPSON,36.719285,-86.5789888
BH0689135,TN,DAVIDSON,36.0252525,-86.5871608
BW6698192,TN,RUTHERFORD,36.0246165,-86.5875138
BW1568089,TN,DAVIDSON,36.2147318,-86.5895385
BW5384970,TN,SUMNER,36.3226765,-86.5953422
BP7930793,TN,DAVIDSON,36.2162959,-86.5964482
BS6871087,TN,SUMNER,36.3291951,-86.5966573
AK2238295,TN,SUMNER,36.3076927,-86.6007107
BW5493870,TN,DAVIDSON,36.2166772,-86.6009401
BW6687391,TN,DAVIDSON,36.1737367,-86.6013341
BH1559826,TN,DAVIDSON,36.1779855,-86.6045658
BK4875665,TN,DAVIDSON,36.1816745,-86.6049024
BP8200634,TN,SUMNER,36.3101559,-86.6052919
BW4176752,TN,SUMNER,36.3083216,-86.606062
BP4271677,TN,DAVIDSON,36.1763896,-86.6081411
FA4632356,TN,DAVIDSON,36.1767182,-86.6083281
BE5292305,TN,DAVIDSON,36.0892289,-86.6097258
BR5292305,TN,DAVIDSON,36.0892289,-86.6097258
FP1500506,TN,DAVIDSON,36.0534411,-86.6149649
BW5672351,TN,DAVIDSON,36.1941824,-86.6172495
BC6189131,TN,SUMNER,36.3239073,-86.6195707
BE5292191,TN,SUMNER,36.3045157,-86.6195733
BR5292191,TN,SUMNER,36.3045157,-86.6195733
BW8143961,TN,SUMNER,36.325648,-86.6202401
BT0239550,TN,SUMNER,36.3037301,-86.6205339
BA1559787,TN,SUMNER,36.3052178,-86.6225776
BT4717116,TN,SUMNER,36.3052178,-86.6225776
FT2194215,TN,SUMNER,36.3052178,-86.6225776
BK8893693,TN,SUMNER,36.3332798,-86.6235113
BE5292230,TN,SUMNER,36.3205857,-86.6242063
BR5292230,TN,SUMNER,36.3205857,-86.6242063
BT8163646,TN,SUMNER,36.3350189,-86.6259929
BW9615064,TN,DAVIDSON,36.0638958,-86.6284224
BW8480991,TN,DAVIDSON,36.0609738,-86.6291251
BP7370555,TN,SUMNER,36.3003723,-86.6301671
BP7800611,TN,SUMNER,36.3003723,-86.6301671
FT2279114,TN,DAVIDSON,36.1825928,-86.6371239
FA4708220,TN,DAVIDSON,36.181442,-86.6385037
BT7485166,TN,DAVIDSON,36.0376734,-86.6422193
FC4404024,TN,DAVIDSON,36.0789212,-86.6429606
BE6708880,TN,RUTHERFORD,35.7286436,-86.6434106
BM9105087,TN,DAVIDSON,36.039608,-86.646541
BK2876968,TN,DAVIDSON,36.0785591,-86.6467136
BK0525444,TN,DAVIDSON,36.049588,-86.6470966
BK5750319,TN,DAVIDSON,36.0886314,-86.6474115
BW2351144,TN,DAVIDSON,36.0885927,-86.6490648
FC4294904,TN,DAVIDSON,36.0876875,-86.6515454
BE8121131,TN,DAVIDSON,36.2588873,-86.6575452
BR8121131,TN,DAVIDSON,36.2588873,-86.6575452
BF5813440,TN,ROBERTSON,36.464771,-86.657844
BT8497251,TN,DAVIDSON,36.0424218,-86.6591875
AM4690904,TN,DAVIDSON,36.1619667,-86.6636662
FC0838651,TN,DAVIDSON,36.2650789,-86.66404
BP6678493,TN,DAVIDSON,36.1521191,-86.66465
BW9759486,TN,ROBERTSON,36.4691695,-86.6648074
BE8643555,TN,ROBERTSON,36.4681584,-86.6649791
BR8643555,TN,ROBERTSON,36.4681584,-86.6649791
BK8092330,TN,ROBERTSON,36.4698331,-86.6667631
BW0997835,TN,DAVIDSON,36.1484591,-86.6671683
AK6157766,TN,DAVIDSON,36.1475637,-86.6685062
FP3438909,TN,WILLIAMSON,35.9615793,-86.6714768
BF9177216,TN,WILLIAMSON,35.9606729,-86.6717325
FE4719920,TN,ROBERTSON,36.4701874,-86.6719235
BC7399846,TN,DAVIDSON,36.1702509,-86.6745473
BW7905194,TN,DAVIDSON,36.0463665,-86.6747213
FM0822507,TN,ROBERTSON,36.4624344,-86.675945
FW0708404,TN,ROBERTSON,36.473104,-86.6778363
FM4355726,TN,DAVIDSON,36.0976073,-86.6783647
BI6560898,TN,DAVIDSON,36.1480791,-86.6783938
FT1193060,TN,DAVIDSON,36.1480791,-86.6783938
BM5715858,TN,DAVIDSON,36.0959532,-86.6785436
AK2873328,TN,DAVIDSON,36.1705586,-86.678578
BH0689262,TN,DAVIDSON,36.1699853,-86.6792738
BW2900682,TN,DAVIDSON,36.1686629,-86.6805308
FP3729209,TN,DAVIDSON,36.1707976,-86.6841638
BW5451860,TN,DAVIDSON,36.3076704,-86.6848325
BW2510344,TN,DAVIDSON,36.0705897,-86.6852548
FF4775346,KY,BUTLER,37.2235267,-86.6853045
BP8386977,KY,BUTLER,37.2235223,-86.6853357
